,name,categories,lat,lng,brewery_name
0,Weldwerks,Brewery,40.42809325201641,-104.69059130840215,WeldWerks Brewing Co.
1,Patrick's Irish Pub,Bar,40.423477560279,-104.69103813171387,WeldWerks Brewing Co.
2,Cranford Cove Tea Tavern,Café,40.42268332672236,-104.69206781898659,WeldWerks Brewing Co.
3,Batter Up Cakes,Cupcake Shop,40.4236537222666,-104.6910880189168,WeldWerks Brewing Co.
4,Wiley Roots Brewery,Brewery,40.43142237094327,-104.68845210373152,WeldWerks Brewing Co.
5,Rumi's House of Kabob,Middle Eastern Restaurant,40.42372996667942,-104.69701728429344,WeldWerks Brewing Co.
6,The Nerd Store,Comic Shop,40.42507227568536,-104.69141627221805,WeldWerks Brewing Co.
7,Daruma Noodles,Asian Restaurant,40.41172151419831,-104.69067585084984,WeldWerks Brewing Co.
8,Cheba Hut Toasted Subs,Sandwich Place,40.41211,-104.69123,WeldWerks Brewing Co.
9,The Kress Cinema & Lounge,Indie Movie Theater,40.424145647189604,-104.6910314879141,WeldWerks Brewing Co.
10,Syntax Spirits Distillery and Tasting Bar,Distillery,40.43144421845097,-104.68831382837809,WeldWerks Brewing Co.
11,Stuft Burger Bar,Burger Joint,40.424143564918786,-104.69182822230839,WeldWerks Brewing Co.
12,Greeley Recreation Center,Athletics & Sports,40.425969295141115,-104.69489217311607,WeldWerks Brewing Co.
13,The Human Bean,Coffee Shop,40.4225244485246,-104.72351755254316,WeldWerks Brewing Co.
14,The Mad Cow Saloon & Eatery,Bar,40.423644710097136,-104.69082518804315,WeldWerks Brewing Co.
15,Doug’s Day Diner,Breakfast Spot,40.424019,-104.691117,WeldWerks Brewing Co.
16,Zoe's,Coffee Shop,40.42301052361851,-104.69002997650348,WeldWerks Brewing Co.
17,Island Grove Regional Park,Park,40.43874689171652,-104.70154397435782,WeldWerks Brewing Co.
18,The Moxi Theater,Concert Hall,40.42358108175364,-104.69118211288806,WeldWerks Brewing Co.
19,Taste Of Philly,American Restaurant,40.41387573235221,-104.6922304749694,WeldWerks Brewing Co.
20,John Galt Coffee Company,Coffee Shop,40.413919327457094,-104.68966909151239,WeldWerks Brewing Co.
21,Roma Restaurant,Pizza Place,40.41362336071598,-104.6906189885966,WeldWerks Brewing Co.
22,Alberto's,Mexican Restaurant,40.4210522797154,-104.72299239882476,WeldWerks Brewing Co.
23,Winchell's Donut House,Donut Shop,40.41542557564725,-104.69116152644008,WeldWerks Brewing Co.
24,Ice Haus,Skating Rink,40.423786434691564,-104.69045355887103,WeldWerks Brewing Co.
25,J.B.'s,Diner,40.396936919221396,-104.69161590925985,WeldWerks Brewing Co.
26,Rio Grande Mexican Restaurants,Mexican Restaurant,40.42422,-104.6922,WeldWerks Brewing Co.
27,The Human Bean,Coffee Shop,40.42288765606336,-104.7399737129492,WeldWerks Brewing Co.
28,Texas Roadhouse,Steakhouse,40.392973,-104.719575,WeldWerks Brewing Co.
29,Arby's,Fast Food Restaurant,40.422402835693,-104.729552418048,WeldWerks Brewing Co.
30,UNC: mUNChy Mart,Convenience Store,40.40428258533774,-104.69575278166367,WeldWerks Brewing Co.
31,Fonta's Pizza,Pizza Place,40.39944452915471,-104.6906165993768,WeldWerks Brewing Co.
32,Right Coast Pizza,Pizza Place,40.425096127342286,-104.6915315343289,WeldWerks Brewing Co.
33,Wendy's,Fast Food Restaurant,40.39952189826179,-104.69149813055992,WeldWerks Brewing Co.
34,Crabtree Brewing Company,Brewery,40.3909176236203,-104.72685984270667,WeldWerks Brewing Co.
35,Union Colony Civic Center,Performing Arts Venue,40.425724113440324,-104.69474209553825,WeldWerks Brewing Co.
36,Rancho Alegre,Mexican Restaurant,40.39631089464012,-104.69148768967304,WeldWerks Brewing Co.
37,D.P. Dough,Italian Restaurant,40.41393324812582,-104.69298745929285,WeldWerks Brewing Co.
38,Tilted Kilt,Pub,40.42677940971051,-104.69171972107442,WeldWerks Brewing Co.
39,The Human Bean,Coffee Shop,40.382176188153146,-104.71545537062836,WeldWerks Brewing Co.
40,El Cielo,Mexican Restaurant,40.4221748404859,-104.7386256357857,WeldWerks Brewing Co.
41,Starbucks,Coffee Shop,40.404112307927946,-104.6959355435467,WeldWerks Brewing Co.
42,DoubleTree by Hilton Greeley at Lincoln Park,Hotel,40.4260659,-104.6932545,WeldWerks Brewing Co.
43,Brix Taphouse & Brewery,Brewery,40.425147337209026,-104.69160483289444,WeldWerks Brewing Co.
44,Pellegrini Ristorante Italiano-Bar,Italian Restaurant,40.411871431017346,-104.71788630569486,WeldWerks Brewing Co.
45,Dairy Queen,Fast Food Restaurant,40.39549490674416,-104.74964893704089,WeldWerks Brewing Co.
46,The Nail Spa,Spa,40.39361982104299,-104.75250738086966,WeldWerks Brewing Co.
47,Greeley Chophouse,Steakhouse,40.42468550203922,-104.6910710084847,WeldWerks Brewing Co.
48,West Side Liquor,Liquor Store,40.42299344287837,-104.72968792411437,WeldWerks Brewing Co.
49,Chick-fil-A,Fast Food Restaurant,40.395619,-104.752686,WeldWerks Brewing Co.
50,Old Chicago,Pizza Place,40.39116719996192,-104.71769521560552,WeldWerks Brewing Co.
51,Vasa Fitness,Gym / Fitness Center,40.39963400030916,-104.7172613400012,WeldWerks Brewing Co.
52,Sushi 1,Sushi Restaurant,40.421262847070764,-104.74403807088345,WeldWerks Brewing Co.
53,Starbucks,Coffee Shop,40.3943199395968,-104.69651772847143,WeldWerks Brewing Co.
54,Rudy's Country Store and Bar-B-Q,BBQ Joint,40.39314249559875,-104.72055852413177,WeldWerks Brewing Co.
55,Inspire Fitness,Gym,40.41311456215403,-104.71782209393693,WeldWerks Brewing Co.
56,Del Taco,Fast Food Restaurant,40.38904274356566,-104.71642582256928,WeldWerks Brewing Co.
57,King Soopers,Grocery Store,40.39244210884486,-104.69467254015399,WeldWerks Brewing Co.
58,Inta Juice Greeley,Juice Bar,40.40449131655828,-104.73446114951636,WeldWerks Brewing Co.
59,T.J. Maxx,Department Store,40.3943230855544,-104.744656440475,WeldWerks Brewing Co.
60,TCBY,Frozen Yogurt Shop,40.39365985804004,-104.75254404991128,WeldWerks Brewing Co.
61,Walgreens,Pharmacy,40.412805784124004,-104.71657812595362,WeldWerks Brewing Co.
62,Gordon's Liqour,Liquor Store,40.396405469038314,-104.69761649024392,WeldWerks Brewing Co.
63,Ulta Beauty,Cosmetics Shop,40.393204862340845,-104.74557383407782,WeldWerks Brewing Co.
64,Noodles & Company,Noodle House,40.42215914676392,-104.749531635582,WeldWerks Brewing Co.
65,Greeley Freight Station Museum,History Museum,40.42238799695397,-104.68834862113711,WeldWerks Brewing Co.
66,Wing Shack Garden City,Wings Joint,40.39438274215378,-104.6908864106747,WeldWerks Brewing Co.
67,Thai One,Thai Restaurant,40.39585626895261,-104.69781541754674,WeldWerks Brewing Co.
68,Lucky Fins,Seafood Restaurant,40.393516586838324,-104.752672290906,WeldWerks Brewing Co.
69,Wonderful Inn,Chinese Restaurant,40.42325565573294,-104.73760935957633,WeldWerks Brewing Co.
70,Istanbul,Hookah Bar,40.39563663176654,-104.68966244043746,WeldWerks Brewing Co.
71,Red Robin Gourmet Burgers and Brews,Burger Joint,40.39268371821497,-104.75139995352163,WeldWerks Brewing Co.
72,Carl's Jr.,Fast Food Restaurant,40.42209570986953,-104.68985125359632,WeldWerks Brewing Co.
73,Bed Bath & Beyond,Furniture / Home Store,40.3897363,-104.7572834,WeldWerks Brewing Co.
74,Cafe Mexicali,Mexican Restaurant,40.39578046285698,-104.75446954186162,WeldWerks Brewing Co.
75,El Charro,Mexican Restaurant,40.424338942823326,-104.71200188103047,WeldWerks Brewing Co.
76,Victoria's Secret PINK,Lingerie Store,40.390230061840775,-104.71173334739522,WeldWerks Brewing Co.
77,Olive Garden,Italian Restaurant,40.39041800685032,-104.7151913280688,WeldWerks Brewing Co.
78,College Green Liqour,Liquor Store,40.40783660594381,-104.7558273019915,WeldWerks Brewing Co.
79,MOD Pizza,Pizza Place,40.395529,-104.74966,WeldWerks Brewing Co.
80,The Human Bean,Coffee Shop,40.34994287194889,-104.70402539271738,WeldWerks Brewing Co.
81,"Country Inn & Suites By Radisson, Greeley, CO",Hotel,40.391608325589495,-104.72238779067999,WeldWerks Brewing Co.
82,Culver's,Fast Food Restaurant,40.38739562507186,-104.73576675036293,WeldWerks Brewing Co.
83,Work Out West,Gym,40.408833770313954,-104.77263311693311,WeldWerks Brewing Co.
84,Roma West,Pizza Place,40.42080944077078,-104.77333041019781,WeldWerks Brewing Co.
85,Kum & Go,Gas Station,40.378145573031446,-104.72579473768734,WeldWerks Brewing Co.
86,Red Lobster,Seafood Restaurant,40.391144,-104.71646,WeldWerks Brewing Co.
87,Bittersweet liquor,Liquor Store,40.42181496843734,-104.73562882918867,WeldWerks Brewing Co.
88,Dutch Bros,Coffee Shop,40.399253,-104.756552,WeldWerks Brewing Co.
89,Coral Bay Liquors,Liquor Store,40.42095014671146,-104.78805381751171,WeldWerks Brewing Co.
90,The Tavern @ St. Michael's Square,Bar,40.38858,-104.78678,WeldWerks Brewing Co.
91,Fuzzy's Taco Shop,Mexican Restaurant,40.39539458501995,-104.74882575933528,WeldWerks Brewing Co.
92,Santiago's Mexican,Mexican Restaurant,40.42549514770508,-104.69649505615234,WeldWerks Brewing Co.
93,Tokyo Joe's,Japanese Restaurant,40.3948531513673,-104.7531618540963,WeldWerks Brewing Co.
94,Bath & Body Works,Cosmetics Shop,40.38668303349868,-104.71098200414053,WeldWerks Brewing Co.
95,Wing Shack West,Wings Joint,40.409741489557845,-104.78541683442384,WeldWerks Brewing Co.
96,King Soopers,Grocery Store,40.4196336,-104.792314,WeldWerks Brewing Co.
97,Starbucks,Coffee Shop,40.394331,-104.752739,WeldWerks Brewing Co.
98,Cold Stone Creamery,Ice Cream Shop,40.394799,-104.754402,WeldWerks Brewing Co.
99,Sprouts Farmers Market,Grocery Store,40.39099342207242,-104.75869417190552,WeldWerks Brewing Co.
0,Dark Horse Brewing Co.,Brewery,42.26654360176564,-84.96365368366241,Dark Horse Brewing Company
1,Schuler's Restaurant & Pub,American Restaurant,42.27151354319341,-84.96097492225881,Dark Horse Brewing Company
2,Dark Horse Commons,Coffee Shop,42.266511843374744,-84.96383070945738,Dark Horse Brewing Company
3,Bogar Theatre,Movie Theater,42.27209981988302,-84.95687135508597,Dark Horse Brewing Company
4,Zarzuela,Spanish Restaurant,42.27218343060504,-84.9564396370415,Dark Horse Brewing Company
5,Dark Horse General Store,Gift Shop,42.26690088256046,-84.96370196342468,Dark Horse Brewing Company
6,Louie's Bakery,Bakery,42.27211922817259,-84.96054245964537,Dark Horse Brewing Company
7,Marshall Lanes,Bowling Alley,42.272196166554984,-84.98108765877348,Dark Horse Brewing Company
8,The Stagecoach Inn,Pub,42.27193536184623,-84.96136691737769,Dark Horse Brewing Company
9,Kates Diner,Diner,42.271971280071774,-84.9601370563885,Dark Horse Brewing Company
10,Family Video,Video Store,42.272382873879934,-84.98044566135616,Dark Horse Brewing Company
11,Mike's Place,Bar,42.27234122492067,-84.95972692966461,Dark Horse Brewing Company
12,Pastrami Joe's,Sandwich Place,42.272439415462266,-84.95885933482627,Dark Horse Brewing Company
13,Winston's Pub,Pub,42.27151768179085,-84.96107305697319,Dark Horse Brewing Company
14,Yin Hai,Chinese Restaurant,42.27222371907272,-84.97729088130274,Dark Horse Brewing Company
15,Oyé Amigos,Mexican Restaurant,42.27215025873771,-84.95616108625008,Dark Horse Brewing Company
16,Hampton Inn Marshall,Hotel,42.2911317024177,-84.9617063999176,Dark Horse Brewing Company
17,Biggby Coffee,Coffee Shop,42.27257331693924,-84.97790830300211,Dark Horse Brewing Company
18,Mega-Bev,Liquor Store,42.27090427388431,-84.97513177804649,Dark Horse Brewing Company
19,Starbucks,Coffee Shop,42.27207666835541,-84.98584758370995,Dark Horse Brewing Company
20,Ice Cream Dream,Ice Cream Shop,42.27217808994038,-84.9787802897355,Dark Horse Brewing Company
21,Riverside Pub,Bar,42.265695705745514,-84.96270344762391,Dark Horse Brewing Company
22,Broadway Grille,American Restaurant,42.271926096838314,-84.95926871022277,Dark Horse Brewing Company
23,Family Fare,Supermarket,42.27270794167243,-84.9847368170539,Dark Horse Brewing Company
24,Holiday Inn Express Marshall,Hotel,42.29112773416845,-84.96278464794159,Dark Horse Brewing Company
25,Pizza Hut,Pizza Place,42.27225191262046,-84.97916758060455,Dark Horse Brewing Company
26,Hungry Howie's Pizza,Pizza Place,42.271452044450676,-84.96235770948718,Dark Horse Brewing Company
27,Anytime Fitness,Gym / Fitness Center,42.27262,-84.98599,Dark Horse Brewing Company
28,Café 24/7,American Restaurant,42.29668082883167,-85.07485229064362,Dark Horse Brewing Company
29,Dollar General,Discount Store,42.271213298675015,-84.9755188851985,Dark Horse Brewing Company
30,FireKeepers Casino & Hotel,Casino,42.296820759207726,-85.07533059554152,Dark Horse Brewing Company
31,Dollar Tree,Discount Store,42.27212445908393,-84.98594710554492,Dark Horse Brewing Company
32,Goodwill,Thrift / Vintage Store,42.272236,-84.973915,Dark Horse Brewing Company
33,Cornwell's Turkeyville USA,American Restaurant,42.34739816925259,-84.99651794918874,Dark Horse Brewing Company
34,Goodwill,Thrift / Vintage Store,42.27217611256766,-84.9854886561815,Dark Horse Brewing Company
35,Applebee's Grill + Bar,American Restaurant,42.27119274,-84.98278653,Dark Horse Brewing Company
36,SUBWAY,Sandwich Place,42.29634930364306,-84.96556398967944,Dark Horse Brewing Company
37,SUBWAY,Sandwich Place,42.270148027123895,-84.98660511864789,Dark Horse Brewing Company
38,Taco Bell,Fast Food Restaurant,42.27166260646581,-84.98531446894992,Dark Horse Brewing Company
39,Little Caesars Pizza,Pizza Place,42.27164354863303,-84.97728772478811,Dark Horse Brewing Company
40,Save A Lot,Grocery Store,42.27119466783864,-84.9756830779672,Dark Horse Brewing Company
41,Denny's,Diner,42.291231,-84.963853,Dark Horse Brewing Company
42,Dacey's Taphouse,Sports Bar,42.296690702168796,-85.07586680255538,Dark Horse Brewing Company
43,Nibi,Restaurant,42.296894710522636,-85.07508710545346,Dark Horse Brewing Company
44,Mijem,Buffet,42.296823792334095,-85.07477826592356,Dark Horse Brewing Company
45,Hi-Lite Cruz-In,Diner,42.27526952932718,-84.93908061488702,Dark Horse Brewing Company
46,Rite Aid,Pharmacy,42.27272,-84.9852533,Dark Horse Brewing Company
47,Biggby Coffee,Coffee Shop,42.29669924199298,-85.07505171508663,Dark Horse Brewing Company
48,Jade Garden,Chinese Restaurant,42.272035637049356,-84.9615757352545,Dark Horse Brewing Company
49,Wendy's,Fast Food Restaurant,42.27039418808289,-84.9851623177529,Dark Horse Brewing Company
50,Love's Travel Stop,Truck Stop,42.2802203,-84.9304924,Dark Horse Brewing Company
51,Arby's,Fast Food Restaurant,42.272194,-84.983336,Dark Horse Brewing Company
52,Hardee's,Fast Food Restaurant,42.28005373650516,-84.93032718584872,Dark Horse Brewing Company
53,Fire Keepers Casino TDR,Casino,42.297558940445555,-85.07396215529175,Dark Horse Brewing Company
54,Comfort Inn Marshall,Hotel,42.269035,-84.987057,Dark Horse Brewing Company
55,McDonald's,Fast Food Restaurant,42.2722380195846,-84.98279660940165,Dark Horse Brewing Company
56,Smoke 'n Fire,BBQ Joint,42.29722751170564,-85.07626500930535,Dark Horse Brewing Company
57,Hungry Howie's Pizza,Pizza Place,42.2922543,-84.9635342,Dark Horse Brewing Company
58,I-69 & F-Drive S (M-227),Intersection,42.203129949280004,-84.98246636241674,Dark Horse Brewing Company
59,Marshall Rest Area 702,Rest Area,42.28375643923997,-84.91377739470565,Dark Horse Brewing Company
60,Grever's Nature Center,Trail,42.30778424213693,-85.05117416381836,Dark Horse Brewing Company
61,115 TRUCK STOP,American Restaurant,42.28416053025907,-84.8633130818168,Dark Horse Brewing Company
62,"I-94 Exit 115, 22 1/2 Mile Road",Intersection,42.28313517286189,-84.86264672130346,Dark Horse Brewing Company
63,Lyon Lake,Lake,42.18821591831113,-84.9684428211355,Dark Horse Brewing Company
64,Camp Turkeyville RV Resort,RV Park,42.34404986473493,-84.99802954494953,Dark Horse Brewing Company
65,Marshall Country Club,Golf Course,42.18375036,-84.96545532,Dark Horse Brewing Company
66,Tri-Lake Trails,Campground,42.183985372002624,-84.97916617818092,Dark Horse Brewing Company
67,Chi Mon-ee's Food Court,Food Court,42.29676815821384,-85.07483196134636,Dark Horse Brewing Company
68,Trader's Blanket,Gift Shop,42.29679832735875,-85.07522411407804,Dark Horse Brewing Company
0,Alpine Beer Company,Brewery,32.83523483138841,-116.76265214955266,Alpine Beer Company
1,Janet's Montana Cafe,American Restaurant,32.835301356790836,-116.75987720349548,Alpine Beer Company
2,Alpine Tavern and Grill,BBQ Joint,32.83523607364205,-116.76019824290648,Alpine Beer Company
3,Alpine Beer Company Pub,American Restaurant,32.83703773055636,-116.77623397585963,Alpine Beer Company
4,Salsa Mexican Food,Mexican Restaurant,32.83497098998946,-116.75561936512985,Alpine Beer Company
5,Mediteraneo,Mediterranean Restaurant,32.83692940891612,-116.77764255666592,Alpine Beer Company
6,Starbucks,Coffee Shop,32.83389493562895,-116.74971012999717,Alpine Beer Company
7,Franco's Flapjack House,Breakfast Spot,32.83846651458033,-116.77691052166728,Alpine Beer Company
8,Tapatio's Mexican Grill & Seafood,Mexican Restaurant,32.83532700005031,-116.76347942389883,Alpine Beer Company
9,Ayres Lodge Alpine,Motel,32.83928743287996,-116.77712505586197,Alpine Beer Company
10,Greek Village Grill,Greek Restaurant,32.838328727629396,-116.77695113134878,Alpine Beer Company
11,Mañanas Mexican Food,Mexican Restaurant,32.83839923653167,-116.77689198421554,Alpine Beer Company
12,Nike Factory Store,Sporting Goods Shop,32.840164111350234,-116.70464872023774,Alpine Beer Company
13,Viejas Casino & Resort,Casino,32.842314075655395,-116.70508245469476,Alpine Beer Company
14,V Lounge -Viejas Casino,Lounge,32.84210136379713,-116.70605220276491,Alpine Beer Company
15,Viejas Outlet Center,Shopping Mall,32.840483615959734,-116.7052033338894,Alpine Beer Company
16,Adriano's Pizza Grotto,Pizza Place,32.840886823447526,-116.70499406221892,Alpine Beer Company
17,Al Panchos,Mexican Restaurant,32.835403306787015,-116.76791415672616,Alpine Beer Company
18,The Buffet - Viejas Casino,Restaurant,32.84269261665512,-116.70506414877046,Alpine Beer Company
19,The Cafe At Viejas,Café,32.84215942762889,-116.70513397329748,Alpine Beer Company
20,Viejas Ice Skating Rink,Skating Rink,32.84025733151782,-116.70622124921556,Alpine Beer Company
21,Panda Machi,Sushi Restaurant,32.838609936048876,-116.77732820654204,Alpine Beer Company
22,Polo Ralph Lauren Factory Store,Clothing Store,32.83979136821687,-116.7065566778183,Alpine Beer Company
23,Dollar Tree,Discount Store,32.835348489631585,-116.75425572689807,Alpine Beer Company
24,Viejas Bingo Hall - Non-smoking,Casino,32.841281648651126,-116.70385758525599,Alpine Beer Company
25,Eddie Bauer Outlet,Clothing Store,32.84005800811842,-116.70811969823917,Alpine Beer Company
26,Rubio's Coastal Grill,Seafood Restaurant,32.841038,-116.704919,Alpine Beer Company
27,Summers Past Farm,Farm,32.85703,-116.83533,Alpine Beer Company
28,Donatos,Italian Restaurant,32.83495754210303,-116.75691057286646,Alpine Beer Company
29,Chase Bank,Bank,32.838101,-116.777871,Alpine Beer Company
30,CVS pharmacy,Pharmacy,32.836397064761776,-116.77602434142884,Alpine Beer Company
31,Sports Grill At Sycuan Casino,Sports Bar,32.78577726209973,-116.83013677597044,Alpine Beer Company
32,Vista Point,Scenic Lookout,32.836647888006816,-116.66056192651696,Alpine Beer Company
33,Sycuan Casino,Casino,32.78600275540684,-116.82947158813477,Alpine Beer Company
34,SUBWAY,Sandwich Place,32.83844283133406,-116.77930324580471,Alpine Beer Company
35,Caffe Adesso,Café,32.84159002003192,-116.7811109482556,Alpine Beer Company
36,sycuan bingo,Casino,32.78622,-116.82901,Alpine Beer Company
37,Tommy Hilfiger Company Store,Clothing Store,32.84046034792416,-116.70512500016157,Alpine Beer Company
38,La Carreta Mexican Restaurant,Mexican Restaurant,32.83703220349165,-116.77766503278491,Alpine Beer Company
39,McDonald's,Fast Food Restaurant,32.83413097819178,-116.75028590157937,Alpine Beer Company
40,Vans Shoes,Shoe Store,32.84072376666667,-116.7046802,Alpine Beer Company
41,Coach Factory Outlet,Accessories Store,32.84046668509231,-116.70577911915306,Alpine Beer Company
42,Carter's,Kids Store,32.840488,-116.7057508,Alpine Beer Company
43,Levi's Outlet Store,Clothing Store,32.839810223907214,-116.70698551951824,Alpine Beer Company
44,SKECHERS Factory Outlet,Shoe Store,32.84054079922008,-116.70592860768059,Alpine Beer Company
45,Famous Footwear,Shoe Store,32.84071413785493,-116.70443377948192,Alpine Beer Company
46,dressbarn,Women's Store,32.840511521285535,-116.704319,Alpine Beer Company
47,Charlotte Russe,Women's Store,32.840538,-116.706608,Alpine Beer Company
48,Sunglass Hut,Accessories Store,32.84052,-116.705416,Alpine Beer Company
49,Mary Etta's Cafe,American Restaurant,32.8496281645864,-116.85913522842088,Alpine Beer Company
50,The Flinn Springs Inn,Bar,32.8554901871935,-116.83764818159975,Alpine Beer Company
51,Paipa's Oasis Buffet,Food Court,32.786339844657604,-116.82871315121126,Alpine Beer Company
52,Bongiovanni's Italian Restaurant,Italian Restaurant,32.855642357881685,-116.8467067314726,Alpine Beer Company
53,Loveland Reservoir,Reservoir,32.79955394901088,-116.76021956309948,Alpine Beer Company
54,Lemon Grove Rod and Gun Club,Gun Range,32.79715,-116.80027,Alpine Beer Company
55,Viejas Receation Center,Gym,32.85694205263168,-116.69742101045625,Alpine Beer Company
56,El Capitan Reservoir,Lake,32.88335336480725,-116.80614709854126,Alpine Beer Company
57,"Giant Paintball & Airsoft, Alpine",Theme Park,32.844378,-116.690952,Alpine Beer Company
58,Giant Paintball Park,Paintball Field,32.846195352156826,-116.68152127446946,Alpine Beer Company
59,Ma-Tar-Awa RV Camper Park,Campground,32.84971829266117,-116.6790055559107,Alpine Beer Company
60,sycuan smoke shop,Smoke Shop,32.78647994995117,-116.827392578125,Alpine Beer Company
61,Kozmik Binglow,Casino,32.786438486434015,-116.82943343367809,Alpine Beer Company
62,Sunset Deli inside Sycuan Casino,Deli / Bodega,32.78596667651612,-116.82955741882324,Alpine Beer Company
63,Sycuan Live & Up Close,Performing Arts Venue,32.785873,-116.82997,Alpine Beer Company
64,Wachena,Diner,32.78570510412071,-116.82991147041321,Alpine Beer Company
65,Sycuan Showcase Theater,Theater,32.785812,-116.83004,Alpine Beer Company
66,Court Concepts,Construction & Landscaping,32.873126010876746,-116.8423998968201,Alpine Beer Company
67,Three Sisters Falls Trailhead,Trail,32.838733317083786,-116.66653592547158,Alpine Beer Company
0,Jackie O's Public House & BrewPub,Gastropub,39.32774489533713,-82.10231464381461,Jackie O's Pub & Brewery
1,Restaurant Salaam,Middle Eastern Restaurant,39.3291107777612,-82.1023240685463,Jackie O's Pub & Brewery
2,Donkey Coffee & Espresso,Coffee Shop,39.32912737566132,-82.10202097892761,Jackie O's Pub & Brewery
3,Casa Nueva Restaurant & Cantina,Latin American Restaurant,39.330726296590875,-82.10128219900427,Jackie O's Pub & Brewery
4,Lotsa Stone Fired Pizza,Pizza Place,39.3286384,-82.1008253,Jackie O's Pub & Brewery
5,West End Cider House,Bar,39.33224869831682,-82.11034026311228,Jackie O's Pub & Brewery
6,Jackie O's Taproom & Production Brewery,Beer Bar,39.33154649912305,-82.09036536108225,Jackie O's Pub & Brewery
7,Thai Paradise,Thai Restaurant,39.329120537651676,-82.10500988759323,Jackie O's Pub & Brewery
8,Pita Pit,Sandwich Place,39.329537,-82.10098,Jackie O's Pub & Brewery
9,Bagel Street Deli,Bagel Shop,39.32825411467679,-82.10137798717302,Jackie O's Pub & Brewery
10,O'Betty's Red Hot,Hot Dog Joint,39.33072979372582,-82.10164833410067,Jackie O's Pub & Brewery
11,Miller's Chicken,Fried Chicken Joint,39.333261770079055,-82.11130926300245,Jackie O's Pub & Brewery
12,College Book Store,College Bookstore,39.327657413033926,-82.1011507255389,Jackie O's Pub & Brewery
13,Little Fish Brewing Co,Beer Bar,39.333075912782355,-82.12959170257353,Jackie O's Pub & Brewery
14,Insomnia Cookies,Dessert Shop,39.330127988065534,-82.10114662404247,Jackie O's Pub & Brewery
15,Whit's Frozen Custard & Coffee House,Ice Cream Shop,39.327673513788866,-82.10146002579557,Jackie O's Pub & Brewery
16,Athena Cinema,Indie Movie Theater,39.32843543869615,-82.10092170882861,Jackie O's Pub & Brewery
17,Ossian C Bird Arena,College Hockey Rink,39.323990810491615,-82.10206771233521,Jackie O's Pub & Brewery
18,The Village Bakery + Café,Bakery,39.33754142348807,-82.0922147662472,Jackie O's Pub & Brewery
19,The Union Bar & Grill,Dive Bar,39.32770386495658,-82.10214018062952,Jackie O's Pub & Brewery
20,Union Street Diner,Diner,39.3282436865085,-82.10403921409463,Jackie O's Pub & Brewery
21,Larry's Dawg House,Hot Dog Joint,39.331109990982895,-82.12047098005917,Jackie O's Pub & Brewery
22,Zoe's,American Restaurant,39.33097051723401,-82.10004565207856,Jackie O's Pub & Brewery
23,GoodFella's Pizza,Pizza Place,39.33030886900199,-82.10113095444312,Jackie O's Pub & Brewery
24,Brenen's Coffee Cafe,Coffee Shop,39.328002435930536,-82.10121894726991,Jackie O's Pub & Brewery
25,Big Mamma's Burritos,Burrito Place,39.32884607618184,-82.10124155793739,Jackie O's Pub & Brewery
26,GoodFella's Pizza,Pizza Place,39.32755156351493,-82.10171082295042,Jackie O's Pub & Brewery
27,Avalanche Pizza,Pizza Place,39.33732321034654,-82.08703157514013,Jackie O's Pub & Brewery
28,Athens Underground,Thrift / Vintage Store,39.33205927339557,-82.1007717519634,Jackie O's Pub & Brewery
29,Catalyst Café,Café,39.33118581478041,-82.12438881588822,Jackie O's Pub & Brewery
30,The Convocation Center,College Basketball Court,39.32325164139763,-82.1056433961713,Jackie O's Pub & Brewery
31,DP Dough,Pizza Place,39.31524622417033,-82.1048047833506,Jackie O's Pub & Brewery
32,Texas Roadhouse,Steakhouse,39.33628,-82.057494,Jackie O's Pub & Brewery
33,Eclipse Company Store,Gastropub,39.364082284079885,-82.11758397384628,Jackie O's Pub & Brewery
34,Wings Over Athens,Wings Joint,39.33024426696898,-82.10110100583232,Jackie O's Pub & Brewery
35,Hockhocking Adena Bikeway,Trail,39.32043239182782,-82.09345948578628,Jackie O's Pub & Brewery
36,Cat's Eye Saloon,Dive Bar,39.329777498185656,-82.10106340253976,Jackie O's Pub & Brewery
37,Athens Farmers Market,Farmers Market,39.33606065406378,-82.05729996796416,Jackie O's Pub & Brewery
38,Gigi's Country Kitchen,Diner,39.37702982301084,-82.13401959071913,Jackie O's Pub & Brewery
39,Kiser's BBQ Shack,BBQ Joint,39.337014560887724,-82.05652908041758,Jackie O's Pub & Brewery
40,Ohio University Inn & Conference Center,Hotel,39.316894,-82.106201,Jackie O's Pub & Brewery
41,Taco John's,Taco Place,39.31440086172983,-82.10409792512792,Jackie O's Pub & Brewery
42,Strouds Run State Park,State / Provincial Park,39.35284174955512,-82.03354954719543,Jackie O's Pub & Brewery
43,Petland,Pet Store,39.33513050006994,-82.06132862176415,Jackie O's Pub & Brewery
44,Athena Grand,Multiplex,39.33585749947336,-82.05428838729858,Jackie O's Pub & Brewery
45,Fairfield Inn & Suites Athens,Hotel,39.33806892155759,-82.06724882125854,Jackie O's Pub & Brewery
46,Gran Ranchero,Mexican Restaurant,39.33494469697917,-82.06114947795868,Jackie O's Pub & Brewery
47,Dollar Tree,Discount Store,39.335809785092735,-82.07100257277489,Jackie O's Pub & Brewery
48,Starbucks,Coffee Shop,39.335599,-82.069142,Jackie O's Pub & Brewery
49,Hampton Inn Athens,Hotel,39.33772455836434,-82.05881595611572,Jackie O's Pub & Brewery
